;Mã tin;Hướng;Phòng ăn;Loại tin;Đường trước nhà;Nhà bếp;Loại BDS;Pháp lý;Sân thượng;Chiều ngang;Số lầu;Chổ để xe hơi;Chiều dài;Số phòng ngủ;Chính chủ;Giá;Diện tích;Địa chỉ;Thuộc dự án;Unnamed: 0
8043;4699368;Bắc;---;Cần bán;10m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;18m;2;---;22m;4;---; 18,5 tỷ ; 396 m2; Đường Trần Hưng Đạo, Xã Dương Tơ, Thành phố Phú Quốc, Kiên Giang;Khu nghỉ dưỡng Amon Beach(xem chi tiết dự án);
8044;13419575;_;;Cần bán;18m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;4,2m;1;;19,5m;2;---; 8,5 tỷ ; 82 m2; Đường D4, Phường Thống Nhất, Thành phố Biên Hoà, Đồng Nai;;
8045;13415838;Tây Bắc;;Cần bán;8m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;8m;1;;36m;4;---; 13 tỷ ; 295 m2; Đường số 1, Phường Bửu Long, Thành phố Biên Hoà, Đồng Nai;;
8046;13415939;Tây Nam;;Cần bán;15m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;5m;2;;18m;3;---; 7,2 tỷ ; 90 m2; Đường số 1, Xã Hiệp Hòa, Thành phố Biên Hoà, Đồng Nai;Khu tái định cư Phúc Hiếu(xem chi tiết dự án);
8047;13345003;_;;Cần bán;18m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;5,5m;2;;22,5m;4;---; 14,7 tỷ ; 121 m2; Đường Phạm Văn Thuận, Phường Tân Mai, Thành phố Biên Hoà, Đồng Nai;;
8048;13330834;_;---;Cần bán;8m;;Biệt thự, nhà liền kề;---;---;5m;1;;18m;2;---; 4 tỷ ; 90 m2; Đường số 1, Phường Tân Phong, Thành phố Biên Hoà, Đồng Nai;;
8049;13220776;_;---;Cần bán;20m;---;Biệt thự, nhà liền kề;---;---;---;4;---;---;4;---; 30,8 tỷ ; 235 m2; Đường Nguyễn Cao Luyện, Phường Việt Hưng, Quận Long Biên, Hà Nội;Khu đô thị mới Việt Hưng(xem chi tiết dự án);
8050;11049050;_;---;Cần bán;7m5m;---;Biệt thự, nhà liền kề;---;---;10m;3;---;19m;4;---; 13,1 tỷ ; 192 m2; Đường Đa Phước 8, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng;;
8051;12926776;Đông Nam;;Cần bán;6m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;10m;6;;20m;9;---; 18 tỷ ; 201 m2; Đường Trịnh Hoài Đức, Phường 11, Thành phố Đà Lạt, Lâm Đồng;;
8052;12956026;Tây Nam;;Cần bán;16m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;47,6m;2;;21,8m;6;---; 115 tỷ ; 1.327 m2; Đường Đống Đa, Phường 3, Thành phố Đà Lạt, Lâm Đồng;;
8053;12958569;Bắc;---;Cần bán;8m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;13,5m;4;---;20m;9;---; 25 tỷ ; 264 m2; Đường Hoàng Hoa Thám, Phường 10, Thành phố Đà Lạt, Lâm Đồng;;
8054;12983441;Tây;;Cần bán;6m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;10m;3;;20m;5;---; 25 tỷ ; 201 m2; Đường Khe Sanh, Phường 10, Thành phố Đà Lạt, Lâm Đồng;;
8055;12853942;Tây Bắc;;Cần bán;10m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;27m;2;;18m;5;---; 30 tỷ ; 413 m2; Đường An Sơn, Phường 4, Thành phố Đà Lạt, Lâm Đồng;Khu dân cư KQH An Sơn(xem chi tiết dự án);
8056;12854023;Đông Bắc;;Cần bán;8m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;13m;3;;16m;4;---; 33,5 tỷ ; 208 m2; Đường Hùng Vương, Phường 11, Thành phố Đà Lạt, Lâm Đồng;Khu dân cư KQH Viện Nghiên Cứu Hạt nhân(xem chi tiết dự án);
8057;13214906;Đông Nam;;Cần bán;4,5m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;5m;5;;18,7m;4;---; 16,2 tỷ ; 94 m2; Đường Nguyễn Đình Chiểu, Phường 9, Thành phố Đà Lạt, Lâm Đồng;;
8058;13215070;Bắc;;Cần bán;8m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;4;;---;5;---; 21 tỷ ; 370 m2; Đường Lữ Gia, Phường 9, Thành phố Đà Lạt, Lâm Đồng;;
8059;13250899;Tây;;Cần bán;16m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;27m;2;;19m;6;---; 37 tỷ ; 504 m2; Đường An Bình, Phường 3, Thành phố Đà Lạt, Lâm Đồng;;
8060;13284421;_;;Cần bán;10m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;4;;---;13;---; 52 tỷ ; 550 m2; Đường Hoàng Hoa Thám, Phường 10, Thành phố Đà Lạt, Lâm Đồng;;
8061;13284363;Bắc;;Cần bán;8m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;13,5m;4;;20m;12;---; 23 tỷ ; 264 m2; Đường Hoàng Hoa Thám, Phường 10, Thành phố Đà Lạt, Lâm Đồng;;
8062;13075618;Đông Bắc;;Cần bán;5m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;6,4m;3;;14m;6;---; 16 tỷ ; 138 m2; Đường Hồ Tùng Mậu, Phường 3, Thành phố Đà Lạt, Lâm Đồng;;
8063;12998963;Tây Nam;;Cần bán;15m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;18,5m;3;;35m;11;---; 35 tỷ ; 573 m2; Đường Ngô Tất Tố, Phường 7, Thành phố Đà Lạt, Lâm Đồng;;
8064;13136488;Tây Nam;;Cần bán;14m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;20m;4;;20m;23;---; 41 tỷ ; 400 m2; Đường Lương Thế Vinh, Phường 3, Thành phố Đà Lạt, Lâm Đồng;;
8065;13102185;_;;Cần bán;5m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;10m;3;;23,6m;6;---; 14 tỷ ; 236 m2; Đường Trịnh Hoài Đức, Phường 11, Thành phố Đà Lạt, Lâm Đồng;;
8066;13423336;Đông Bắc;;Cần bán;6m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;6m;4;;13,6m;8;---; 13,5 tỷ ; 82 m2; Đường Phan Đình Phùng, Phường 2, Thành phố Đà Lạt, Lâm Đồng;Khu dân cư KQH Phan Đình Phùng(xem chi tiết dự án);
8067;13423360;Nam;;Cần bán;10m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;12m;4;;27,4m;14;---; 39 tỷ ; 527 m2; Đường Trần Khánh Dư, Phường 8, Thành phố Đà Lạt, Lâm Đồng;;
8068;13393550;Đông Nam;;Cần bán;5m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;6,7m;4;;20m;10;---; 15,35 tỷ ; 137 m2; Đường Đồng Tâm, Phường 4, Thành phố Đà Lạt, Lâm Đồng;;
8069;13366885;Đông;;Cần bán;5m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;17m;4;;18,5m;7;---; 20 tỷ ; 286 m2; Đường Nguyễn Đình Quân, Phường 5, Thành phố Đà Lạt, Lâm Đồng;;
8070;13370238;Đông Bắc;;Cần bán;10m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;19m;3;;21m;8;---; 28 tỷ ; 402 m2; Đường Đống Đa, Phường 3, Thành phố Đà Lạt, Lâm Đồng;;
8071;13368914;Tây;;Cần bán;5m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;19m;2;;28m;4;---; 31 tỷ ; 525 m2; Đường Hùng Vương, Phường 9, Thành phố Đà Lạt, Lâm Đồng;;
8072;13369012;Đông Nam;;Cần bán;3m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;12m;2;;40m;5;---; 32 tỷ ; 580 m2; Đường Vạn Hạnh, Phường 8, Thành phố Đà Lạt, Lâm Đồng;;
8073;13474431;Tây;;Cần bán;5m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;10m;3;;20m;5;---; 22 tỷ ; 200 m2; Đường Khe Sanh, Phường 10, Thành phố Đà Lạt, Lâm Đồng;;
8074;13474203;Đông Nam;;Cần bán;14m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;5m;3;;46m;6;---; 14,5 tỷ ; 230 m2; Đường Cổ Loa, Phường 2, Thành phố Đà Lạt, Lâm Đồng;;
8075;13523753;Đông Bắc;;Cần bán;5m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;15m;4;;16m;8;---; 22 tỷ ; 250 m2; Đường An Bình, Phường 3, Thành phố Đà Lạt, Lâm Đồng;;
8076;13523845;Nam;;Cần bán;10m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;12m;4;;27,4m;14;---; 37,8 tỷ ; 527 m2; Đường Trần Khánh Dư, Phường 8, Thành phố Đà Lạt, Lâm Đồng;;
8077;13549893;Tây Bắc;;Cần bán;11m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;10m;3;;22m;7;---; 18 tỷ ; 220 m2; Đường Ngô Quyền, Phường 6, Thành phố Đà Lạt, Lâm Đồng;;
8078;13550018;Tây Bắc;;Cần bán;10m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;8m;4;;18m;5;---; 22 tỷ ; 144 m2; Đường An Sơn, Phường 4, Thành phố Đà Lạt, Lâm Đồng;Khu biệt thự Đồi An Sơn(xem chi tiết dự án);
8079;13501211;_;---;Cần bán;15m;---;Biệt thự, nhà liền kề;---;---;---;5;---;---;5;---; 15,7 tỷ ; 89 m2; Đường Lý Sơn, Phường Thượng Thanh, Quận Long Biên, Hà Nội;Khu đô thị mới Khai Sơn City(xem chi tiết dự án);
8080;12978875;_;---;Cần bán;5,5m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;9m;2;---;---;2;---; 16 tỷ ; 225 m2; Đường Lý Tự Trọng, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng;;
8081;12959490;_;---;Cần bán;5,5m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;12m;3;---;---;6;---; 39 tỷ ; 300 m2; Đường Võ Nghĩa, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng;;
8082;13506272;_;---;Cần bán;10m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;11m;3;---;---;5;---; 11,5 tỷ ; 198 m2; Đường Phan Văn Trị, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng;;
8083;13126641;_;---;Cần bán;30m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;10m;3;---;---;5;---; 34,5 tỷ ; 285 m2; Đường 30/4, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng;;
8084;13084611;_;---;Cần bán;7,5m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;10m;2;---;---;4;---; 10,4 tỷ ; 210 m2; Đường Nguyễn Phước Lan, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng;;
8085;12752560;Tây Bắc;;Cần bán;30m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;4,5m;3;;24m;5;---; 14,9 tỷ ; 108 m2; 149 Đường Nguyễn Văn Cừ, Phường An Bình, Quận Ninh Kiều, Cần Thơ;Khu dân cư Hồng Phát(xem chi tiết dự án);
8086;12770201;Đông Nam;---;Cần bán;10m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;4,5m;2;---;15,5m;4;---; 6,3 tỷ ; 70 m2; Đường B2, Phường Hưng Phú, Quận Cái Răng, Cần Thơ;;
8087;12770218;Đông Nam;;Cần bán;10m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;15m;1;;22m;4;---; 19,5 tỷ ; 330 m2; Đường số 5, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ;;
8088;10908641;Đông Bắc;;Cần bán;20m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;4,5m;2;;18m;4;---; 7,5 tỷ ; 81 m2; 37/19 Đường 8C2, Phường Hưng Phú, Quận Cái Răng, Cần Thơ;;
8089;13100179;Tây Nam;---;Cần bán;20m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;8m;1;---;16m;3;---; 9,5 tỷ ; 128 m2; Đường Nguyễn Văn Cừ, Phường An Khánh, Quận Ninh Kiều, Cần Thơ;;
8090;13096898;Đông Nam;;Cần bán;10m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;4,5m;3;;17,25m;5;---; 7,699 tỷ ; 77 m2; 56 Đường Trần Hoàng Na, Phường An Khánh, Quận Ninh Kiều, Cần Thơ;;
8091;13058588;Đông Bắc;---;Cần bán;10m;---;Biệt thự, nhà liền kề;---;---;8,3m;---;---;2rm;---;---; 8 tỷ ; 200 m2; Đường Nguyễn Văn Cừ, Phường An Hòa, Quận Ninh Kiều, Cần Thơ;;
8092;13025588;Bắc;;Cần bán;17m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;10m;1;;21m;3;---; 14,8 tỷ ; 210 m2; Đường số 2, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ;;
8093;13113758;_;---;Cần bán;10m;---;Biệt thự, nhà liền kề;---;---;---;1;---;---;4;---; 3,45 tỷ ; 87 m2; Đường Nguyễn Văn Cừ, Phường Long Tuyền, Quận Bình Thủy, Cần Thơ;;
8094;13271835;Đông Nam;---;Cần bán;6m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;4m;2;---;23,5m;4;---; 6,85 tỷ ; 94 m2; Đường Nguyễn Văn Cừ, Phường An Hòa, Quận Ninh Kiều, Cần Thơ;;
8095;13324329;Tây Nam;;Cần bán;20m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;4m;2;;16m;4;---; 7,7 tỷ ; 76 m2; Đường số 3, Phường An Khánh, Quận Ninh Kiều, Cần Thơ;Khu dân cư An Khánh - Thới Nhựt(xem chi tiết dự án);
8096;13325866;Đông Bắc;---;Cần bán;15m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;4m;4;---;16m;6;---; 9,99 tỷ ; 64 m2; Đường Lý Hồng Thanh, Phường Cái Khế, Quận Ninh Kiều, Cần Thơ;;
8097;13308829;Đông Nam;---;Cần bán;20m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;4m;4;---;18m;4;---; 8,1 tỷ ; 72 m2; Đường số 3, Phường An Khánh, Quận Ninh Kiều, Cần Thơ;Khu tái định cư Đại Học Y Dược(xem chi tiết dự án);
8098;13554378;Đông Nam;;Cần bán;8m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;9m;1;;24m;4;---; 12,5 tỷ ; 216 m2; Đường Võ Trường Toản, Phường An Hòa, Quận Ninh Kiều, Cần Thơ;;
8099;13337447;_;---;Cần bán;7m5m;---;Biệt thự, nhà liền kề;---;---;10m;3;---;20m;5;---; 14,5 tỷ ; 200 m2; Đường Lê Hy Cát, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng;;
8100;13538270;_;;Cần bán;20m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;8,5m;4;;15m;8;---; 29 tỷ ; 127 m2; Đường Nguyễn Trọng Tuyển, Phường 10, Quận Phú Nhuận, Hồ Chí Minh;;
8101;13540292;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;16m;2;;24m;6;---; 100 tỷ ; 380 m2; Đường Xuân Thủy, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;;
8102;13533794;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;16,5m;3;;30m;5;---; 120 tỷ ; 495 m2; Đường Số 57, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;;
8103;13559371;_;;Cần bán;20m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;12,5m;3;;14,5m;5;---; 80 tỷ ; 180 m2; Đường Số 38, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;;
8104;13506412;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;16m;3;;20m;5;---; 83 tỷ ; 320 m2; Đường Đỗ Pháp Thuận, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh;;
8105;13507572;_;;Cần bán;20m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;20m;3;;41m;5;---; 230 tỷ ; 805 m2; Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;;
8106;13506720;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;7m;3;;24m;4;---; 31 tỷ ; 168 m2; Đường Quốc Hương, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;;
8107;13506770;_;;Cần bán;20m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;15m;3;;20m;6;---; 78 tỷ ; 300 m2; Đường Trần Não, Phường Bình An, Thành phố Thủ Đức, Hồ Chí Minh;;
8108;13513083;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;20m;3;;10m;4;---; 60 tỷ ; 200 m2; Đường Trần Não, Phường Bình An, Thành phố Thủ Đức, Hồ Chí Minh;;
8109;13500956;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;12m;2;;20m;4;---; 48 tỷ ; 240 m2; Đường Nguyễn Hoàng, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh;;
8110;13502849;_;;Cần bán;12m;;Biệt thự, nhà liền kề;---;;18m;3;;36m;5;---; 150 tỷ ; 650 m2; Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;;
8111;13502461;_;;Cần bán;20m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;22m;1;;65m;3;---; 239 tỷ ; 1.222 m2; Đường Nguyễn Ư Dĩ, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;;
8112;13503024;_;;Cần bán;20m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;20m;3;;20m;5;---; 95 tỷ ; 377 m2; Đường Dương Văn An, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh;;
8113;13496065;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;8m;3;;20m;4;---; 34 tỷ ; 160 m2; Đường số 27, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh;;
8114;13496128;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;16m;3;;20m;4;---; 83 tỷ ; 320 m2; Đường Cao Đức Lân, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh;Khu đô thị mới An Phú - An Khánh(xem chi tiết dự án);
8115;13523259;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;12m;2;;20m;4;---; 48 tỷ ; 240 m2; Đường Nguyễn Hoàng, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh;;
8116;13522538;_;;Cần bán;20m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;20m;3;;20m;4;---; 100 tỷ ; 400 m2; Đường Dương Văn An, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh;;
8117;13521078;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;10m;2;;20m;4;---; 43 tỷ ; 200 m2; Đường Trần Lựu, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh;;
8118;13520617;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;9,5m;3;;20m;5;---; 48 tỷ ; 180 m2; Đường Nguyễn Quý Cảnh, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh;;
8119;13518548;_;;Cần bán;16m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;20m;2;;20m;6;---; 104 tỷ ; 402 m2; Đường số 11, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;;
8120;13514555;_;;Cần bán;20m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;10m;3;;20m;5;---; 60 tỷ ; 200 m2; Đường Trần Lựu, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh;;
8121;13517311;_;;Cần bán;10m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;20,2m;3;;25m;5;---; 100 tỷ ; 505 m2; Đường số 43, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;;
8122;13167636;Đông Bắc;;Cần bán;14m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;3;;---;4;---; 12,6 tỷ ; 144 m2; Đường Lê Thái Tổ, Phường Võ Cường, Thành phố Bắc Ninh, Bắc Ninh;Khu đô thị mới HUD(xem chi tiết dự án);
8123;13512568;Tây Bắc;;Cần bán;14m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;4;;---;5;---; 25 tỷ ; 258 m2; Làn 2  Đường Lê Thái Tổ, Phường Võ Cường, Thành phố Bắc Ninh, Bắc Ninh;Khu đô thị mới Khả Lễ 2(xem chi tiết dự án);
8124;13570729;_;;Cần bán;8m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;4,2m;6;;---;6;---; 24,5 tỷ ; 57 m2; Phố Giảng Võ, Phường Cát Linh, Quận Đống Đa, Hà Nội;;
8125;9430160;_;---;Cần bán;15m;---;Biệt thự, nhà liền kề;---;---;15m;4;---;---;6;---; 33 tỷ ; 280 m2; Đường Chu Huy Mân, Phường Sài Đồng, Quận Long Biên, Hà Nội;;
8126;13589717;_;---;Cần bán;4m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;---;4;---;---;4;---; 8,2 tỷ ; 45 m2; Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội;;
8127;13330065;Đông;---;Cần bán;5m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;29,4m;3;---;---;5;---; 23 tỷ ; 295 m2; Đường Lê Hồng Phong, Phường 4, Thành phố Đà Lạt, Lâm Đồng;;
8128;13589676;_;---;Cần bán;8m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;4,5m;4;---;21m;4;---; 10 tỷ ; 95 m2; Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội;;
8129;13589668;_;---;Cần bán;8m;---;Biệt thự, nhà liền kề;---;---;27m;2;---;---;6;---; 29 tỷ ; 413 m2; Đường An Sơn, Phường 4, Thành phố Đà Lạt, Lâm Đồng;;
8130;12824028;Tây Bắc;---;Cần bán;14m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;4m;3;---;13m;3;---; 3,05 tỷ ; 54 m2; Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ;;
8131;13526400;Đông Nam;---;Cần bán;15m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;4m;1;---;20m;4;---; 2,5 tỷ ; 80 m2; Đường số 56, Phường Phú Thứ, Quận Cái Răng, Cần Thơ;Khu dân cư 586(xem chi tiết dự án);
8132;13475886;Tây Nam;---;Cần bán;22m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;5m;1;---;20m;4;---; 4,8 tỷ ; 100 m2; Đường số 9, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ;Khu dân cư Văn Hóa Tây Đô(xem chi tiết dự án);
8133;13470475;Đông Nam;---;Cần bán;20m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;2m;2;---;21m;3;---; 3 tỷ ; 84 m2; Đường số 10, Phường Phú Thứ, Quận Cái Răng, Cần Thơ;Khu dân cư Nông Thổ Sản(xem chi tiết dự án);
8134;9663516;_;;Cần bán;18m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;8m;3;;8m;5;---; 30 tỷ ; 140 m2; Đường Lê Văn Sỹ, Phường 10, Quận Phú Nhuận, Hồ Chí Minh;;
8135;13544975;_;;Cần bán;7,5m;;Biệt thự, nhà liền kề;---;;18m;2;;---;2;---; 11,9 tỷ ; 242 m2; Đại lộ Thăng Long, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng;;
8136;12511897;_;---;Cần bán;8m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;6,2m;4;---;---;5;---; 13 tỷ ; 112 m2; Phố Lê Trọng Tấn, Phường Phương Mai, Quận Thanh Xuân, Hà Nội;;
8137;12498690;_;---;Cần bán;10m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;51m;6;---;---;4;---; 17 tỷ ; 108 m2; Phố Hạ Đình, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội;;
8138;12908722;_;---;Cần bán;8m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;6m;4;---;---;6;---; 24 tỷ ; 75 m2; Đường Nguyễn Chánh, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội;Khu đô thị mới Nam Trung Yên(xem chi tiết dự án);
8139;12880139;_;---;Cần bán;12m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;15m;4;---;---;8;---; 38 tỷ ; 190 m2; Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội;;
8140;12630693;_;---;Cần bán;12m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;9m;5;---;---;6;---; 45 tỷ ; 140 m2; Đường Hoàng Đạo Thúy, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội;Khu đô thị mới Trung Hòa - Nhân Chính(xem chi tiết dự án);
8141;13523759;_;---;Cần bán;8m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;20m;5;---;---;6;---; 35,5 tỷ ; 180 m2; Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội;;
8142;13523783;_;---;Cần bán;6m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;17m;4;---;---;6;---; 44 tỷ ; 276 m2; Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội;;
8143;13526049;_;---;Cần bán;7m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;10m;1;---;25m;2;---; 4,665 tỷ ; 332 m2; Xã Tân Lạc, Huyện Bảo Lâm, Lâm Đồng;Khu nghỉ dưỡng The Leaf Town(xem chi tiết dự án);
8144;13516203;_;---;Cần bán;4,5m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;7,5m;3;---;---;3;---; 14 tỷ ; 120 m2; Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội;;
