Hướng,Đường trước nhà(m),Loại BDS,Pháp lý,Số lầu,Số phòng ngủ,Giá(Tỷ),Diện tích(m2),Tỉnh/ Thành phố,Quận/ Huyện,Mật độ dân số (người/km²),GRDP(%)
_,12.0,0,0,1,3,17.0,170.0,7,Quận 7,10.088,5.81
_,16.0,0,0,3,7,24.0,200.0,7,Quận 7,10.088,5.81
_,14.0,0,0,3,5,20.5,126.0,7,Quận 7,10.088,5.81
_,14.0,0,0,4,8,23.5,200.0,7,Quận 7,10.088,5.81
_,14.0,0,0,3,5,27.0,160.0,7,Quận 7,10.088,5.81
_,14.0,0,0,5,7,25.5,170.0,7,Quận 7,10.088,5.81
_,14.0,0,0,1,4,39.5,480.0,7,Quận 7,10.088,5.81
_,8.0,0,1,4,4,22.5,123.0,7,Nhà Bè,2.06,5.81
_,6.0,0,0,3,6,35.0,120.0,7,Quận 3,38.852,5.81
_,10.0,0,1,3,8,36.5,128.0,7,Quận 3,38.852,5.81
_,20.0,0,1,4,8,51.5,130.0,7,Phú Nhuận,33.461,5.81
_,6.0,0,1,4,8,27.0,106.0,7,Quận 3,38.852,5.81
_,15.0,0,1,2,5,31.0,363.0,7,Thủ Đức,4.791,5.81
_,15.0,0,1,3,4,31.0,365.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,4,4,10.0,103.0,3,Long Biên,5.394,6.27
_,20.0,0,0,3,8,106.0,198.0,3,Hai Bà Trưng,29.474,6.27
_,20.0,0,1,3,4,100.0,360.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,4,78.0,360.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,2,5,40.0,232.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,2,5,95.0,377.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,4,60.0,220.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,5,280.0,805.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,5,55.0,240.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,4,6,135.0,504.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,6,94.0,300.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,4,5,80.0,360.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,5,90.0,700.0,7,Thủ Đức,4.791,5.81
_,40.0,0,1,3,5,165.0,1.155,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,8,150.0,650.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,2,4,80.0,664.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,4,27.5,144.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,5,90.0,300.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,2,4,125.0,911.0,7,Thủ Đức,4.791,5.81
_,30.0,0,1,3,5,185.0,500.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,4,27.0,164.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,4,5,40.0,184.0,7,Thủ Đức,4.791,5.81
_,20.0,0,0,3,4,100.0,300.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,5,45.0,210.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,5,43.0,200.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,4,32.0,160.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,4,53.0,207.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,5,120.0,395.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,5,56.0,255.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,1,5,79.0,500.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,4,5,52.0,240.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,4,83.0,320.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,4,30.0,168.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,5,60.0,200.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,6,59.5,240.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,5,31.0,220.0,7,Thủ Đức,4.791,5.81
_,14.0,0,1,3,5,90.0,400.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,5,95.0,500.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,5,42.0,110.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,4,70.0,310.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,5,48.0,240.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,4,30.5,170.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,5,48.0,179.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,4,53.0,216.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,4,83.0,320.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,4,45.0,160.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,4,33.0,228.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,4,58.0,200.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,5,235.0,777.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,2,4,110.0,406.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,5,59.0,352.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,4,24.0,140.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,4,58.0,230.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,2,4,35.0,214.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,5,41.0,184.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,2,5,70.0,500.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,5,42.0,200.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,4,121.0,557.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,5,4,22.0,85.0,3,Long Biên,5.394,6.27
_,8.0,0,1,4,5,25.5,79.0,3,Cầu Giấy,23.516,6.27
_,30.0,0,0,3,12,125.0,239.0,3,Hai Bà Trưng,29.474,6.27
_,39.0,0,1,3,16,629.0,750.0,3,Hoàn Kiếm,25.588,6.27
_,5.0,0,1,1,2,15.5,127.0,7,Phú Nhuận,33.461,5.81
_,18.0,0,1,5,12,31.0,139.0,3,Hoàng Mai,12.564,6.27
_,8.0,0,1,6,4,23.0,80.0,3,Thanh Xuân,32.255,6.27
_,12.0,0,1,4,4,6.35,50.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,6,7.6,50.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,4,6,35.0,145.0,3,Nam Từ Liêm,8.364,6.27
_,8.0,0,1,5,4,7.55,50.0,3,Hà Đông,8.021,6.27
_,8.0,0,1,6,5,6.86,50.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,6,6,7.6,50.0,3,Hà Đông,8.021,6.27
_,30.0,0,1,3,4,15.5,165.0,3,Nam Từ Liêm,8.364,6.27
_,7.0,0,0,2,5,3.9,102.0,8,Thanh Khê,19.48,2.58
_,26.0,0,1,3,5,25.3,156.0,7,Quận 11,41.15,5.81
_,5.0,0,1,4,6,26.0,140.0,7,Thủ Đức,4.791,5.81
_,15.0,0,1,3,4,20.5,360.0,3,Mê Linh,1.688,6.27
_,16.0,0,1,3,5,105.0,500.0,7,Thủ Đức,4.791,5.81
_,8.0,0,1,3,5,80.0,650.0,7,Thủ Đức,4.791,5.81
_,10.0,0,1,3,5,31.5,160.0,7,Thủ Đức,4.791,5.81
_,16.0,0,1,3,4,33.5,152.0,7,Thủ Đức,4.791,5.81
_,16.0,0,1,3,6,119.0,500.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,2,4,40.0,300.0,7,Thủ Đức,4.791,5.81
_,10.0,0,1,3,7,85.0,600.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,4,43.0,210.0,7,Thủ Đức,4.791,5.81
_,10.0,0,1,3,3,26.0,160.0,7,Thủ Đức,4.791,5.81
_,10.0,0,1,3,7,148.0,1.215,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,6,230.0,805.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,4,43.0,200.0,7,Thủ Đức,4.791,5.81
_,16.0,0,1,3,5,53.0,250.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,4,49.0,240.0,7,Thủ Đức,4.791,5.81
_,10.0,0,0,3,4,32.0,160.0,7,Thủ Đức,4.791,5.81
_,10.0,0,1,3,5,40.0,280.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,4,80.0,320.0,7,Thủ Đức,4.791,5.81
_,10.0,0,1,3,4,31.0,228.0,7,Thủ Đức,4.791,5.81
_,10.0,0,1,3,4,30.0,160.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,4,120.0,400.0,7,Thủ Đức,4.791,5.81
_,8.0,0,1,2,4,28.0,277.0,7,Thủ Đức,4.791,5.81
_,16.0,0,1,3,7,239.0,1.222,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,5,115.0,480.0,7,Thủ Đức,4.791,5.81
_,20.0,0,1,3,5,189.0,522.0,7,Thủ Đức,4.791,5.81
_,30.0,0,1,3,5,150.0,500.0,7,Thủ Đức,4.791,5.81
_,8.0,0,1,3,4,32.0,200.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,5,31.0,160.0,7,Thủ Đức,4.791,5.81
_,6.0,0,1,2,4,28.0,300.0,7,Thủ Đức,4.791,5.81
_,8.0,0,1,3,5,56.0,255.0,7,Thủ Đức,4.791,5.81
_,8.0,0,1,3,4,40.0,335.0,7,Thủ Đức,4.791,5.81
_,10.0,0,1,3,5,120.0,550.0,7,Thủ Đức,4.791,5.81
_,10.0,0,1,2,4,53.0,360.0,7,Thủ Đức,4.791,5.81
_,10.0,0,1,3,4,37.9,210.0,7,Thủ Đức,4.791,5.81
_,10.0,0,1,3,5,90.0,400.0,7,Thủ Đức,4.791,5.81
_,10.0,0,1,3,5,68.0,305.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,2,4,53.0,250.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,3,5,48.0,200.0,7,Thủ Đức,4.791,5.81
_,21.0,0,1,4,4,16.0,136.0,4,Ngô Quyền,14.629,10.34
_,13.0,0,1,3,3,9.6,79.0,4,Hồng Bàng,6.628,10.34
_,12.0,0,1,3,4,6.0,183.0,3,Thạch Thất,1.156,6.27
_,24.0,0,0,5,4,75.0,124.0,3,Ba Đình,24.119,6.27
_,5.0,0,0,3,3,4.1,65.0,7,Thủ Đức,4.791,5.81
_,12.0,0,0,4,5,40.0,250.0,3,Cầu Giấy,23.516,6.27
_,12.0,0,0,4,5,9.9,120.0,3,Nam Từ Liêm,8.364,6.27
_,12.0,0,0,4,5,9.89,115.0,3,Nam Từ Liêm,8.364,6.27
_,12.0,0,0,4,4,10.0,118.0,3,Nam Từ Liêm,8.364,6.27
_,12.0,0,0,5,5,10.7,90.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,4,5,10.7,90.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,4,8,30.0,230.0,3,Hà Đông,8.021,6.27
_,8.0,0,0,5,4,13.8,100.0,3,Nam Từ Liêm,8.364,6.27
_,3.0,0,0,5,9,4.9,52.0,3,Cầu Giấy,23.516,6.27
_,20.0,0,0,4,6,40.0,210.0,3,Nam Từ Liêm,8.364,6.27
_,12.0,0,0,5,6,7.0,60.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,4,6,25.9,230.0,3,Nam Từ Liêm,8.364,6.27
_,12.0,0,0,4,5,12.0,99.0,3,Hà Đông,8.021,6.27
_,30.0,0,0,4,6,40.0,210.0,3,Nam Từ Liêm,8.364,6.27
_,25.0,0,0,4,6,25.9,250.0,3,Nam Từ Liêm,8.364,6.27
_,12.0,0,1,3,4,24.0,192.0,7,Thủ Đức,4.791,5.81
_,30.0,0,1,3,5,30.0,200.0,7,Thủ Đức,4.791,5.81
_,7.0,0,1,5,6,9.0,77.0,3,Hà Đông,8.021,6.27
_,4.0,0,1,4,4,7.8,60.0,3,Hà Đông,8.021,6.27
_,10.0,0,1,5,6,16.35,80.0,3,Hà Đông,8.021,6.27
_,5.0,0,1,4,5,5.67,57.0,3,Hà Đông,8.021,6.27
_,9.0,0,1,5,5,9.5,50.0,3,Hà Đông,8.021,6.27
_,7.0,0,1,5,5,6.75,50.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,5,10.0,60.0,3,Thanh Trì,4.342,6.27
_,5.0,0,1,4,4,6.3,54.0,3,Hà Đông,8.021,6.27
_,6.0,0,1,5,5,7.2,45.0,3,Hà Đông,8.021,6.27
_,8.0,0,1,4,5,8.8,55.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,5,5,9.4,50.0,3,Hà Đông,8.021,6.27
_,5.0,0,0,4,5,6.35,48.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,4,5,9.9,80.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,5,6,12.5,90.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,5,5,8.8,50.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,4,4,10.9,70.0,3,Hà Đông,8.021,6.27
_,8.0,0,1,5,4,7.5,40.0,3,Hà Đông,8.021,6.27
_,8.0,0,1,1,3,5.9,45.0,3,Hà Đông,8.021,6.27
_,8.0,0,1,4,4,6.55,57.0,3,Hà Đông,8.021,6.27
_,4.0,0,1,4,4,5.7,42.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,4,4,8.4,40.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,5,8.4,58.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,6,9.5,60.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,4,4,11.5,74.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,6,8.1,41.0,3,Hà Đông,8.021,6.27
_,7.0,0,1,4,6,8.2,76.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,4,4,15.8,79.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,4,6,14.0,70.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,7,7,10.2,50.0,3,Hà Đông,8.021,6.27
_,8.0,0,1,4,4,7.2,46.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,4,4,10.5,59.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,5,8.5,45.0,3,Hà Đông,8.021,6.27
_,10.0,0,1,5,5,11.5,80.0,3,Ba Đình,24.119,6.27
_,20.0,0,1,5,6,84.0,205.0,3,Tây Hồ,6.578,6.27
_,6.0,0,1,4,4,10.0,60.0,3,Cầu Giấy,23.516,6.27
_,8.0,0,1,6,5,28.0,120.0,3,Tây Hồ,6.578,6.27
_,8.0,0,1,4,4,26.0,80.0,3,Cầu Giấy,23.516,6.27
_,10.0,0,1,6,5,20.0,90.0,3,Nam Từ Liêm,8.364,6.27
_,8.0,0,1,6,6,26.5,100.0,3,Ba Đình,24.119,6.27
_,6.0,0,1,4,5,15.8,70.0,3,Tây Hồ,6.578,6.27
_,10.0,0,1,6,8,22.0,105.0,3,Tây Hồ,6.578,6.27
_,8.0,0,1,7,6,12.9,50.0,3,Tây Hồ,6.578,6.27
_,12.0,0,1,5,5,12.0,90.0,3,Hà Đông,8.021,6.27
_,13.0,0,1,5,5,11.6,83.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,5,16.0,86.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,7,5,7.5,50.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,4,8.5,48.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,5,7.0,50.0,3,Hà Đông,8.021,6.27
_,18.0,0,1,4,6,9.5,90.0,3,Hà Đông,8.021,6.27
_,7.0,0,1,3,5,8.7,90.0,7,Bình Tân,15.109,5.81
_,6.0,0,1,4,4,6.8,64.0,7,Bình Tân,15.109,5.81
_,13.0,0,1,5,6,13.0,90.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,6,12.5,90.0,3,Hà Đông,8.021,6.27
_,24.0,0,1,5,6,12.0,90.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,4,9.0,70.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,4,9.1,70.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,6,8.3,60.0,3,Hà Đông,8.021,6.27
_,24.0,0,1,5,6,11.0,92.0,3,Hà Đông,8.021,6.27
_,13.0,0,1,6,5,7.7,50.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,4,7.0,45.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,4,12.8,90.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,6,6,9.0,51.0,3,Hà Đông,8.021,6.27
_,24.0,0,1,4,4,8.3,65.0,3,Hà Đông,8.021,6.27
_,18.0,0,1,5,5,12.8,90.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,4,4,11.0,68.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,7,5,8.4,50.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,6,11.0,75.0,3,Hà Đông,8.021,6.27
_,24.0,0,1,8,7,10.5,60.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,4,11.0,58.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,4,7.8,62.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,5,13.0,90.0,3,Hà Đông,8.021,6.27
_,24.0,0,1,4,4,8.5,65.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,6,6,18.0,101.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,4,4,4.5,40.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,5,7.3,38.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,5,5.5,50.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,5,7.5,40.0,3,Hà Đông,8.021,6.27
_,24.0,0,1,5,6,12.0,90.0,3,Hà Đông,8.021,6.27
_,24.0,0,1,5,6,12.0,94.0,3,Hà Đông,8.021,6.27
_,20.0,0,1,3,4,11.8,270.0,9,Biên Hòa,4.004,5.3
_,15.0,0,0,3,4,11.5,200.0,9,Biên Hòa,4.004,5.3
_,6.0,0,1,1,3,8.5,1.54,9,Vĩnh Cửu,150.0,5.3
_,10.0,0,0,3,12,79.0,239.0,3,Tây Hồ,6.578,6.27
_,30.0,0,1,3,6,98.0,139.0,3,Hoàn Kiếm,25.588,6.27
_,5.0,0,0,5,6,32.0,159.0,3,Cầu Giấy,23.516,6.27
_,30.0,0,0,3,9,286.0,396.0,3,Hoàn Kiếm,25.588,6.27
_,8.0,0,1,1,6,24.0,540.0,7,Thủ Đức,4.791,5.81
_,12.0,0,1,2,6,40.0,660.0,7,Thủ Đức,4.791,5.81
_,5.0,0,1,4,5,10.5,80.0,7,Tân Phú,30.146,5.81
_,6.0,0,0,2,2,9.8,60.0,7,Quận 10,41.196,5.81
_,8.0,0,1,3,4,6.6,85.0,7,Nhà Bè,2.06,5.81
_,7.0,0,1,2,4,8.4,118.0,7,Quận 12,11.745,5.81
_,8.0,0,1,3,3,4.45,71.0,7,Quận 12,11.745,5.81
_,7.0,0,1,4,4,13.75,90.0,7,Quận 7,10.088,5.81
_,8.0,0,1,3,4,9.3,102.0,7,Quận 7,10.088,5.81
_,8.0,0,1,5,6,18.5,238.0,7,Quận 7,10.088,5.81
_,8.0,0,1,2,4,10.9,110.0,7,Quận 7,10.088,5.81
_,10.0,0,1,3,3,15.0,605.0,7,Hóc Môn,4.966,5.81
_,7.0,0,0,3,3,23.5,130.0,3,Long Biên,5.394,6.27
_,12.0,0,1,4,4,28.0,250.0,7,Bình Tân,15.109,5.81
_,8.0,0,1,4,4,23.9,195.0,7,Tân Phú,30.146,5.81
_,12.0,0,1,5,6,10.5,70.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,8,11.5,120.0,3,Hà Đông,8.021,6.27
_,6.0,0,0,4,6,13.9,135.0,3,Thanh Xuân,32.255,6.27
_,8.0,0,1,4,5,17.95,150.0,3,Thanh Xuân,32.255,6.27
_,15.0,0,0,4,4,10.0,132.0,3,Gia Lâm,2.452,6.27
_,15.0,0,0,4,5,10.0,110.0,3,Gia Lâm,2.452,6.27
_,17.0,0,0,5,4,8.5,100.0,3,Gia Lâm,2.452,6.27
_,25.0,0,0,5,4,40.0,192.0,3,Gia Lâm,2.452,6.27
_,8.0,0,0,5,4,11.7,87.0,3,Gia Lâm,2.452,6.27
_,15.0,0,0,5,5,10.5,132.0,3,Gia Lâm,2.452,6.27
_,15.0,0,0,4,5,18.0,92.0,3,Gia Lâm,2.452,6.27
_,15.0,0,0,4,5,17.1,90.0,3,Gia Lâm,2.452,6.27
_,15.0,0,1,4,4,8.0,110.0,3,Gia Lâm,2.452,6.27
_,15.0,0,0,5,4,12.0,81.0,3,Gia Lâm,2.452,6.27
_,15.0,0,0,4,5,13.75,135.0,3,Gia Lâm,2.452,6.27
_,10.0,0,1,5,3,26.8,170.0,3,Hà Đông,8.021,6.27
_,16.0,0,1,3,6,41.0,168.0,7,Quận 11,41.15,5.81
_,15.0,0,1,5,6,30.0,112.0,7,Quận 11,41.15,5.81
_,4.0,0,1,5,5,5.1,50.0,3,Bắc Từ Liêm,7.529,6.27
_,5.0,0,1,5,6,8.5,59.0,3,Cầu Giấy,23.516,6.27
_,14.0,0,1,3,6,53.0,253.0,7,Gò Vấp,34.36,5.81
_,7.0,0,1,1,3,19.5,110.0,7,Quận 10,41.196,5.81
_,10.0,0,1,3,7,38.0,180.0,7,Phú Nhuận,33.461,5.81
_,8.0,0,1,1,1,23.5,127.0,7,Phú Nhuận,33.461,5.81
_,8.0,0,1,3,5,56.0,180.0,7,Quận 3,38.852,5.81
_,20.0,0,1,1,2,120.0,260.0,7,Quận 3,38.852,5.81
_,15.0,0,1,1,1,41.0,251.0,7,Phú Nhuận,33.461,5.81
_,6.0,0,1,1,3,19.5,120.0,7,Quận 10,41.196,5.81
_,7.0,0,1,3,5,45.0,150.0,7,Phú Nhuận,33.461,5.81
_,8.0,0,1,1,5,16.0,103.0,7,Bình Thạnh,23.998,5.81
_,7.0,0,1,1,1,42.5,230.0,7,Quận 3,38.852,5.81
_,7.0,0,1,1,1,35.0,175.0,7,Bình Thạnh,23.998,5.81
_,7.0,0,1,4,8,36.0,170.0,7,Phú Nhuận,33.461,5.81
_,7.0,0,1,3,6,24.0,107.0,7,Bình Thạnh,23.998,5.81
_,7.0,0,1,2,5,23.5,113.0,7,Quận 3,38.852,5.81
_,7.0,0,0,3,7,25.5,270.0,7,Bình Thạnh,23.998,5.81
_,8.0,0,1,2,4,28.5,160.0,7,Tân Bình,21.196,5.81
_,6.0,0,1,1,3,14.2,90.0,7,Phú Nhuận,33.461,5.81
_,6.0,0,1,3,8,48.0,230.0,7,Phú Nhuận,33.461,5.81
_,12.0,0,1,1,5,92.0,397.0,7,Tân Bình,21.196,5.81
_,5.0,0,1,3,6,26.0,151.0,7,Bình Thạnh,23.998,5.81
_,13.0,0,1,3,3,9.6,79.0,4,Hồng Bàng,6.628,10.34
_,12.0,0,1,3,4,6.0,183.0,3,Thạch Thất,1.156,6.27
_,24.0,0,0,5,4,75.0,124.0,3,Ba Đình,24.119,6.27
_,5.0,0,0,3,3,4.1,65.0,7,Thủ Đức,4.791,5.81
_,12.0,0,0,4,5,40.0,250.0,3,Cầu Giấy,23.516,6.27
_,12.0,0,0,4,5,9.9,120.0,3,Nam Từ Liêm,8.364,6.27
_,12.0,0,0,4,4,10.0,118.0,3,Nam Từ Liêm,8.364,6.27
_,12.0,0,0,4,5,9.89,115.0,3,Nam Từ Liêm,8.364,6.27
_,12.0,0,0,5,5,10.7,90.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,4,5,10.7,90.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,4,8,30.0,230.0,3,Hà Đông,8.021,6.27
_,8.0,0,0,5,4,13.8,100.0,3,Nam Từ Liêm,8.364,6.27
_,3.0,0,0,5,9,4.9,52.0,3,Cầu Giấy,23.516,6.27
_,12.0,0,0,5,6,7.0,60.0,3,Hà Đông,8.021,6.27
_,20.0,0,0,4,6,40.0,210.0,3,Nam Từ Liêm,8.364,6.27
_,12.0,0,0,4,6,25.9,230.0,3,Nam Từ Liêm,8.364,6.27
_,12.0,0,0,4,5,12.0,99.0,3,Hà Đông,8.021,6.27
_,30.0,0,0,4,6,40.0,210.0,3,Nam Từ Liêm,8.364,6.27
_,25.0,0,0,4,6,25.9,250.0,3,Nam Từ Liêm,8.364,6.27
_,12.0,0,1,3,4,24.0,192.0,7,Thủ Đức,4.791,5.81
_,30.0,0,1,3,5,30.0,200.0,7,Thủ Đức,4.791,5.81
_,7.0,0,1,5,6,9.0,77.0,3,Hà Đông,8.021,6.27
_,4.0,0,1,4,4,7.8,60.0,3,Hà Đông,8.021,6.27
_,10.0,0,1,5,6,16.35,80.0,3,Hà Đông,8.021,6.27
_,5.0,0,1,4,5,5.67,57.0,3,Hà Đông,8.021,6.27
_,9.0,0,1,5,5,9.5,50.0,3,Hà Đông,8.021,6.27
_,7.0,0,1,5,5,6.75,50.0,3,Hà Đông,8.021,6.27
_,5.0,0,1,4,4,6.3,54.0,3,Hà Đông,8.021,6.27
_,8.0,0,1,4,5,8.8,55.0,3,Hà Đông,8.021,6.27
_,6.0,0,1,5,5,7.2,45.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,5,5,9.4,50.0,3,Hà Đông,8.021,6.27
_,5.0,0,0,4,5,6.35,48.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,4,5,9.9,80.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,5,6,12.5,90.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,6,5,8.75,60.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,4,4,10.9,70.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,5,5,8.8,50.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,5,10.0,60.0,3,Thanh Trì,4.342,6.27
_,8.0,0,1,5,4,7.5,40.0,3,Hà Đông,8.021,6.27
_,8.0,0,1,4,4,6.55,57.0,3,Hà Đông,8.021,6.27
_,4.0,0,1,4,4,5.7,42.0,3,Hà Đông,8.021,6.27
_,8.0,0,1,1,3,5.9,45.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,4,4,8.4,40.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,5,8.4,58.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,6,9.5,60.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,4,4,11.5,74.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,6,8.1,41.0,3,Hà Đông,8.021,6.27
_,7.0,0,1,4,6,8.2,76.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,4,4,15.8,79.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,4,6,14.0,70.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,7,7,10.2,50.0,3,Hà Đông,8.021,6.27
_,8.0,0,1,4,4,7.2,46.0,3,Hà Đông,8.021,6.27
_,12.0,0,0,4,4,10.5,59.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,5,5,8.5,45.0,3,Hà Đông,8.021,6.27
_,10.0,0,1,5,5,11.5,80.0,3,Ba Đình,24.119,6.27
_,20.0,0,1,5,6,84.0,205.0,3,Tây Hồ,6.578,6.27
_,6.0,0,1,4,4,10.0,60.0,3,Cầu Giấy,23.516,6.27
_,8.0,0,1,6,5,28.0,120.0,3,Tây Hồ,6.578,6.27
